These results were downloaded and refreshed on June      25, 2025 at 0:00 a.m. ET. / Ces résultats ont été téléchargés et rafraichis le 25 juin 2025 à 0h HE.													
Electoral district number - Numéro de la circonscription	Electoral district name	Nom de la circonscription	Type of results*	Type de résultats**	Surname - Nom de famille	Middle name(s) - Autre(s) prénom(s)	Given name - Prénom	Political affiliation	Appartenance politique	Votes obtained - Votes obtenus	% Votes obtained - Votes obtenus %	Rejected ballots - Bulletins rejetés***	Total number of ballots cast - Nombre total de votes déposés
47009	Saskatoon South	Saskatoon-Sud	validated	validés	Graham		Hamish	Green Party	Parti Vert	310	.6	414	50170
47009	Saskatoon South	Saskatoon-Sud	validated	validés	Sarwar		Rokhan	Liberal	Libéral	20107	40.4	414	50170
47009	Saskatoon South	Saskatoon-Sud	validated	validés	Waugh		Kevin	Conservative	Conservateur	24516	49.3	414	50170
47009	Saskatoon South	Saskatoon-Sud	validated	validés	Wintringham		Richard Brent	People's Party - PPC	Parti populaire - PPC	308	.6	414	50170
47010	Saskatoon--University	Saskatoon--University	preliminary	préliminaires	Boot		Jaxson	People's Party - PPC	Parti populaire - PPC	327	.7	0	47425
47010	Saskatoon--University	Saskatoon--University	preliminary	préliminaires	Hunter		Isaiah	Green Party	Parti Vert	263	.6	0	47425
47010	Saskatoon--University	Saskatoon--University	preliminary	préliminaires	McGillivray		Melissa	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4035	8.5	0	47425
47010	Saskatoon--University	Saskatoon--University	preliminary	préliminaires	Poelzer		Greg	Liberal	Libéral	19622	41.4	0	47425
47010	Saskatoon--University	Saskatoon--University	preliminary	préliminaires	Tochor		Corey	Conservative	Conservateur	23178	48.9	0	47425
47010	Saskatoon--University	Saskatoon--University	validated	validés	Boot		Jaxson	People's Party - PPC	Parti populaire - PPC	327	.7	330	47755
47010	Saskatoon--University	Saskatoon--University	validated	validés	Hunter		Isaiah	Green Party	Parti Vert	263	.6	330	47755
47010	Saskatoon--University	Saskatoon--University	validated	validés	McGillivray		Melissa	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	4035	8.5	330	47755
47010	Saskatoon--University	Saskatoon--University	validated	validés	Poelzer		Greg	Liberal	Libéral	19622	41.4	330	47755
47010	Saskatoon--University	Saskatoon--University	validated	validés	Tochor		Corey	Conservative	Conservateur	23178	48.9	330	47755
47011	Saskatoon West	Saskatoon-Ouest	preliminary	préliminaires	Eggerman		Chad	Liberal	Libéral	10257	27.3	0	37554
47011	Saskatoon West	Saskatoon-Ouest	preliminary	préliminaires	Hunter		Naomi	Green Party	Parti Vert	403	1.1	0	37554
47011	Saskatoon West	Saskatoon-Ouest	preliminary	préliminaires	Loewen Walker		Rachel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7187	19.1	0	37554
47011	Saskatoon West	Saskatoon-Ouest	preliminary	préliminaires	Redekopp		Brad	Conservative	Conservateur	19707	52.5	0	37554
47011	Saskatoon West	Saskatoon-Ouest	validated	validés	Eggerman		Chad	Liberal	Libéral	10254	27.2	394	38025
47011	Saskatoon West	Saskatoon-Ouest	validated	validés	Hunter		Naomi	Green Party	Parti Vert	376	1	394	38025
47011	Saskatoon West	Saskatoon-Ouest	validated	validés	Loewen Walker		Rachel	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	7187	19.1	394	38025
47011	Saskatoon West	Saskatoon-Ouest	validated	validés	Redekopp		Brad	Conservative	Conservateur	19814	52.7	394	38025
47012	Souris--Moose Mountain	Souris--Moose Mountain	preliminary	préliminaires	Bonk		Steven	Conservative	Conservateur	34793	83.7	0	41564
47012	Souris--Moose Mountain	Souris--Moose Mountain	preliminary	préliminaires	Dayman		Lyndon	CFP	PAC	304	.7	0	41564
47012	Souris--Moose Mountain	Souris--Moose Mountain	preliminary	préliminaires	Mian		Aziz	Liberal	Libéral	4051	9.7	0	41564
47012	Souris--Moose Mountain	Souris--Moose Mountain	preliminary	préliminaires	Muirhead Koops		Sheena	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1888	4.5	0	41564
47012	Souris--Moose Mountain	Souris--Moose Mountain	preliminary	préliminaires	Patron		Travis	Independent	Indépendant(e)	157	.4	0	41564
47012	Souris--Moose Mountain	Souris--Moose Mountain	preliminary	préliminaires	Rheault		Remi	Green Party	Parti Vert	371	.9	0	41564
47012	Souris--Moose Mountain	Souris--Moose Mountain	validated	validés	Bonk		Steven	Conservative	Conservateur	34793	84	237	41665
47012	Souris--Moose Mountain	Souris--Moose Mountain	validated	validés	Dayman		Lyndon	CFP	PAC	304	.7	237	41665
47012	Souris--Moose Mountain	Souris--Moose Mountain	validated	validés	Mian		Aziz	Liberal	Libéral	4051	9.8	237	41665
47012	Souris--Moose Mountain	Souris--Moose Mountain	validated	validés	Muirhead Koops		Sheena	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1888	4.6	237	41665
47012	Souris--Moose Mountain	Souris--Moose Mountain	validated	validés	Patron		Travis	Independent	Indépendant(e)	157	.4	237	41665
47012	Souris--Moose Mountain	Souris--Moose Mountain	validated	validés	Rheault		Remi	Green Party	Parti Vert	235	.6	237	41665
47013	Swift Current--Grasslands--Kindersley	Swift Current--Grasslands--Kindersley	preliminary	préliminaires	Caton		William	Liberal	Libéral	4420	11.2	0	39403
47013	Swift Current--Grasslands--Kindersley	Swift Current--Grasslands--Kindersley	preliminary	préliminaires	Lewans		Maria Rose	Independent	Indépendant(e)	425	1.1	0	39403
47013	Swift Current--Grasslands--Kindersley	Swift Current--Grasslands--Kindersley	preliminary	préliminaires	McPhee		Alex	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2261	5.7	0	39403
47013	Swift Current--Grasslands--Kindersley	Swift Current--Grasslands--Kindersley	preliminary	préliminaires	Patzer		Jeremy	Conservative	Conservateur	32297	82	0	39403
47013	Swift Current--Grasslands--Kindersley	Swift Current--Grasslands--Kindersley	validated	validés	Caton		William	Liberal	Libéral	4420	11.2	272	39660
47013	Swift Current--Grasslands--Kindersley	Swift Current--Grasslands--Kindersley	validated	validés	Lewans		Maria Rose	Independent	Indépendant(e)	426	1.1	272	39660
47013	Swift Current--Grasslands--Kindersley	Swift Current--Grasslands--Kindersley	validated	validés	McPhee		Alex	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2250	5.7	272	39660
47013	Swift Current--Grasslands--Kindersley	Swift Current--Grasslands--Kindersley	validated	validés	Patzer		Jeremy	Conservative	Conservateur	32292	82	272	39660
47014	Yorkton--Melville	Yorkton--Melville	preliminary	préliminaires	Brooks		Valerie	Green Party	Parti Vert	767	2.1	0	37038
47014	Yorkton--Melville	Yorkton--Melville	preliminary	préliminaires	Guggenmos		Alec	Libertarian	Libertarien	246	.7	0	37038
47014	Yorkton--Melville	Yorkton--Melville	preliminary	préliminaires	Guimond		Luke	Liberal	Libéral	5327	14.4	0	37038
47014	Yorkton--Melville	Yorkton--Melville	preliminary	préliminaires	Krakowetz		Michaela	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2031	5.5	0	37038
47014	Yorkton--Melville	Yorkton--Melville	preliminary	préliminaires	Wagantall		Cathay	Conservative	Conservateur	28667	77.4	0	37038
47014	Yorkton--Melville	Yorkton--Melville	validated	validés	Brooks		Valerie	Green Party	Parti Vert	713	1.9	272	37285
47014	Yorkton--Melville	Yorkton--Melville	validated	validés	Guggenmos		Alec	Libertarian	Libertarien	226	.6	272	37285
47014	Yorkton--Melville	Yorkton--Melville	validated	validés	Guimond		Luke	Liberal	Libéral	5338	14.4	272	37285
47014	Yorkton--Melville	Yorkton--Melville	validated	validés	Krakowetz		Michaela	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2034	5.5	272	37285
47014	Yorkton--Melville	Yorkton--Melville	validated	validés	Wagantall		Cathay	Conservative	Conservateur	28702	77.5	272	37285
48001	Airdrie--Cochrane	Airdrie--Cochrane	preliminary	préliminaires	Bell		Christopher	Christian Heritage Party	Parti de l'Héritage Chrétien	380	.5	0	70560
48001	Airdrie--Cochrane	Airdrie--Cochrane	preliminary	préliminaires	Richards		Blake	Conservative	Conservateur	50252	71.2	0	70560
48001	Airdrie--Cochrane	Airdrie--Cochrane	preliminary	préliminaires	Sabine		David	Libertarian	Libertarien	623	.9	0	70560
48001	Airdrie--Cochrane	Airdrie--Cochrane	preliminary	préliminaires	Secord		Sean	Liberal	Libéral	16714	23.7	0	70560
48001	Airdrie--Cochrane	Airdrie--Cochrane	preliminary	préliminaires	Zagoda		Sarah	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2591	3.7	0	70560
48001	Airdrie--Cochrane	Airdrie--Cochrane	validated	validés	Bell		Christopher	Christian Heritage Party	Parti de l'Héritage Chrétien	380	.5	457	71017
48001	Airdrie--Cochrane	Airdrie--Cochrane	validated	validés	Richards		Blake	Conservative	Conservateur	50252	71.2	457	71017
48001	Airdrie--Cochrane	Airdrie--Cochrane	validated	validés	Sabine		David	Libertarian	Libertarien	623	.9	457	71017
48001	Airdrie--Cochrane	Airdrie--Cochrane	validated	validés	Secord		Sean	Liberal	Libéral	16714	23.7	457	71017
48001	Airdrie--Cochrane	Airdrie--Cochrane	validated	validés	Zagoda		Sarah	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2591	3.7	457	71017
48002	Battle River--Crowfoot	Battle River--Crowfoot	preliminary	préliminaires	Bridges		Jonathan	People's Party - PPC	Parti populaire - PPC	1063	1.6	0	65373
48002	Battle River--Crowfoot	Battle River--Crowfoot	preliminary	préliminaires	Gook		Douglas	Green Party	Parti Vert	479	.7	0	65373
48002	Battle River--Crowfoot	Battle River--Crowfoot	preliminary	préliminaires	Kurek		Damien	Conservative	Conservateur	53502	81.8	0	65373
48002	Battle River--Crowfoot	Battle River--Crowfoot	preliminary	préliminaires	MacKay		James	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2847	4.4	0	65373
48002	Battle River--Crowfoot	Battle River--Crowfoot	preliminary	préliminaires	Sutton		Brent	Liberal	Libéral	7482	11.4	0	65373
48002	Battle River--Crowfoot	Battle River--Crowfoot	validated	validés	Bridges		Jonathan	People's Party - PPC	Parti populaire - PPC	1022	1.6	391	65198
48002	Battle River--Crowfoot	Battle River--Crowfoot	validated	validés	Gook		Douglas	Green Party	Parti Vert	474	.7	391	65198
48002	Battle River--Crowfoot	Battle River--Crowfoot	validated	validés	Kurek		Damien	Conservative	Conservateur	53684	82.8	391	65198
48002	Battle River--Crowfoot	Battle River--Crowfoot	validated	validés	MacKay		James	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2061	3.2	391	65198
48002	Battle River--Crowfoot	Battle River--Crowfoot	validated	validés	Sutton		Brent	Liberal	Libéral	7566	11.7	391	65198
48003	Bow River	Bow River	preliminary	préliminaires	Barnes		Bentley	Liberal	Libéral	9575	17	0	56478
48003	Bow River	Bow River	preliminary	préliminaires	Bexte		David	Conservative	Conservateur	44511	78.8	0	56478
48003	Bow River	Bow River	preliminary	préliminaires	Gwin		Louisa	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1687	3	0	56478
48003	Bow River	Bow River	preliminary	préliminaires	Lipp		Tom	Christian Heritage Party	Parti de l'Héritage Chrétien	406	.7	0	56478
48003	Bow River	Bow River	preliminary	préliminaires	Patton		Aaron	United Party of Canada (UP)	Parti Uni du Canada (UP)	299	.5	0	56478
48003	Bow River	Bow River	validated	validés	Barnes		Bentley	Liberal	Libéral	9562	16.9	391	56945
48003	Bow River	Bow River	validated	validés	Bexte		David	Conservative	Conservateur	44605	78.9	391	56945
48003	Bow River	Bow River	validated	validés	Gwin		Louisa	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1689	3	391	56945
48003	Bow River	Bow River	validated	validés	Lipp		Tom	Christian Heritage Party	Parti de l'Héritage Chrétien	402	.7	391	56945
48003	Bow River	Bow River	validated	validés	Patton		Aaron	United Party of Canada (UP)	Parti Uni du Canada (UP)	296	.5	391	56945
48004	Calgary Centre	Calgary-Centre	preliminary	préliminaires	Baldonado		Jayden	Green Party	Parti Vert	362	.6	0	62940
48004	Calgary Centre	Calgary-Centre	preliminary	préliminaires	Fea		Scott	Parti Rhinocéros Party	Parti Rhinocéros Party	128	.2	0	62940
48004	Calgary Centre	Calgary-Centre	preliminary	préliminaires	Hawley		Robert	People's Party - PPC	Parti populaire - PPC	355	.6	0	62940
48004	Calgary Centre	Calgary-Centre	preliminary	préliminaires	Luhnau		Lindsay	Liberal	Libéral	28825	45.8	0	62940
48004	Calgary Centre	Calgary-Centre	preliminary	préliminaires	McLean		Greg	Conservative	Conservateur	31605	50.2	0	62940
48004	Calgary Centre	Calgary-Centre	preliminary	préliminaires	Shaw		Beau	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1665	2.6	0	62940
48004	Calgary Centre	Calgary-Centre	validated	validés	Baldonado		Jayden	Green Party	Parti Vert	362	.6	387	63333
48004	Calgary Centre	Calgary-Centre	validated	validés	Fea		Scott	Parti Rhinocéros Party	Parti Rhinocéros Party	126	.2	387	63333
48004	Calgary Centre	Calgary-Centre	validated	validés	Hawley		Robert	People's Party - PPC	Parti populaire - PPC	365	.6	387	63333
48004	Calgary Centre	Calgary-Centre	validated	validés	Luhnau		Lindsay	Liberal	Libéral	28824	45.8	387	63333
48004	Calgary Centre	Calgary-Centre	validated	validés	McLean		Greg	Conservative	Conservateur	31604	50.2	387	63333
48004	Calgary Centre	Calgary-Centre	validated	validés	Shaw		Beau	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1665	2.6	387	63333
48005	Calgary Confederation	Calgary Confederation	preliminary	préliminaires	Gunn		Keira	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2837	4.1	0	68788
48005	Calgary Confederation	Calgary Confederation	preliminary	préliminaires	Hogan		Corey	Liberal	Libéral	33077	48.1	0	68788
48005	Calgary Confederation	Calgary Confederation	preliminary	préliminaires	Hunter		Kevan	Marxist-Leninist	Marxiste-Léniniste	153	.2	0	68788
48005	Calgary Confederation	Calgary Confederation	preliminary	préliminaires	Marsh		Jeffrey Reid	CFP	PAC	199	.3	0	68788
48005	Calgary Confederation	Calgary Confederation	preliminary	préliminaires	Nixon		Jeremy	Conservative	Conservateur	31829	46.3	0	68788
48005	Calgary Confederation	Calgary Confederation	preliminary	préliminaires	Ovsepyan		Artyom	People's Party - PPC	Parti populaire - PPC	302	.4	0	68788
48005	Calgary Confederation	Calgary Confederation	preliminary	préliminaires	Willott		Richard	Green Party	Parti Vert	391	.6	0	68788
48005	Calgary Confederation	Calgary Confederation	validated	validés	Gunn		Keira	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2844	4.1	483	69322
48005	Calgary Confederation	Calgary Confederation	validated	validés	Hogan		Corey	Liberal	Libéral	33112	48.1	483	69322
48005	Calgary Confederation	Calgary Confederation	validated	validés	Hunter		Kevan	Marxist-Leninist	Marxiste-Léniniste	144	.2	483	69322
48005	Calgary Confederation	Calgary Confederation	validated	validés	Marsh		Jeffrey Reid	CFP	PAC	198	.3	483	69322
48005	Calgary Confederation	Calgary Confederation	validated	validés	Nixon		Jeremy	Conservative	Conservateur	31839	46.3	483	69322
48005	Calgary Confederation	Calgary Confederation	validated	validés	Ovsepyan		Artyom	People's Party - PPC	Parti populaire - PPC	302	.4	483	69322
48005	Calgary Confederation	Calgary Confederation	validated	validés	Willott		Richard	Green Party	Parti Vert	400	.6	483	69322
48006	Calgary Crowfoot	Calgary Crowfoot	preliminary	préliminaires	Kelly		Pat	Conservative	Conservateur	39971	58.8	0	67936
48006	Calgary Crowfoot	Calgary Crowfoot	preliminary	préliminaires	Munir		Shahnaz	Liberal	Libéral	25381	37.4	0	67936
48006	Calgary Crowfoot	Calgary Crowfoot	preliminary	préliminaires	Nerland		Nanette	Green Party	Parti Vert	346	.5	0	67936
48006	Calgary Crowfoot	Calgary Crowfoot	preliminary	préliminaires	Samuelson		Jim	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1741	2.6	0	67936
48006	Calgary Crowfoot	Calgary Crowfoot	preliminary	préliminaires	Snyder		Yvonne	People's Party - PPC	Parti populaire - PPC	360	.5	0	67936
48006	Calgary Crowfoot	Calgary Crowfoot	preliminary	préliminaires	Van Egmond		Lachlan	Independent	Indépendant(e)	137	.2	0	67936
48006	Calgary Crowfoot	Calgary Crowfoot	validated	validés	Kelly		Pat	Conservative	Conservateur	39971	58.8	358	68293
48006	Calgary Crowfoot	Calgary Crowfoot	validated	validés	Munir		Shahnaz	Liberal	Libéral	25386	37.4	358	68293
48006	Calgary Crowfoot	Calgary Crowfoot	validated	validés	Nerland		Nanette	Green Party	Parti Vert	346	.5	358	68293
48006	Calgary Crowfoot	Calgary Crowfoot	validated	validés	Samuelson		Jim	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1741	2.6	358	68293
48006	Calgary Crowfoot	Calgary Crowfoot	validated	validés	Snyder		Yvonne	People's Party - PPC	Parti populaire - PPC	360	.5	358	68293
48006	Calgary Crowfoot	Calgary Crowfoot	validated	validés	Van Egmond		Lachlan	Independent	Indépendant(e)	131	.2	358	68293
48007	Calgary East	Calgary-Est	preliminary	préliminaires	Dhillon		Harry	People's Party - PPC	Parti populaire - PPC	908	1.7	0	53737
48007	Calgary East	Calgary-Est	preliminary	préliminaires	Dirk		Garry	Christian Heritage Party	Parti de l'Héritage Chrétien	321	.6	0	53737
48007	Calgary East	Calgary-Est	preliminary	préliminaires	Geha		Jennifer	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2092	3.9	0	53737
48007	Calgary East	Calgary-Est	preliminary	préliminaires	Hallan		Jasraj	Conservative	Conservateur	32490	60.5	0	53737
48007	Calgary East	Calgary-Est	preliminary	préliminaires	Obhrai-Martin		Priti	Liberal	Libéral	17062	31.8	0	53737
48007	Calgary East	Calgary-Est	preliminary	préliminaires	Rutherford		Carey	Green Party	Parti Vert	727	1.4	0	53737
48007	Calgary East	Calgary-Est	preliminary	préliminaires	Trautman		Jonathan	Communist	Communiste	137	.3	0	53737
48007	Calgary East	Calgary-Est	validated	validés	Dhillon		Harry	People's Party - PPC	Parti populaire - PPC	908	1.7	469	54143
48007	Calgary East	Calgary-Est	validated	validés	Dirk		Garry	Christian Heritage Party	Parti de l'Héritage Chrétien	321	.6	469	54143
48007	Calgary East	Calgary-Est	validated	validés	Geha		Jennifer	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	2092	3.9	469	54143
48007	Calgary East	Calgary-Est	validated	validés	Hallan		Jasraj	Conservative	Conservateur	32490	60.5	469	54143
48007	Calgary East	Calgary-Est	validated	validés	Obhrai-Martin		Priti	Liberal	Libéral	17062	31.8	469	54143
48007	Calgary East	Calgary-Est	validated	validés	Rutherford		Carey	Green Party	Parti Vert	664	1.2	469	54143
48007	Calgary East	Calgary-Est	validated	validés	Trautman		Jonathan	Communist	Communiste	137	.3	469	54143
48008	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Arnott		Scott	Liberal	Libéral	23674	34.6	0	68493
48008	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Crocker		Ravenmoon	Green Party	Parti Vert	493	.7	0	68493
48008	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Galas		Chris	Independent	Indépendant(e)	280	.4	0	68493
48008	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Heather		Larry R.	Christian Heritage Party	Parti de l'Héritage Chrétien	268	.4	0	68493
48008	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Majumdar		Shuv	Conservative	Conservateur	42088	61.4	0	68493
48008	Calgary Heritage	Calgary Heritage	preliminary	préliminaires	Zimmerman		Becki	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1690	2.5	0	68493
48008	Calgary Heritage	Calgary Heritage	validated	validés	Arnott		Scott	Liberal	Libéral	23673	34.6	372	68865
48008	Calgary Heritage	Calgary Heritage	validated	validés	Crocker		Ravenmoon	Green Party	Parti Vert	493	.7	372	68865
48008	Calgary Heritage	Calgary Heritage	validated	validés	Galas		Chris	Independent	Indépendant(e)	280	.4	372	68865
48008	Calgary Heritage	Calgary Heritage	validated	validés	Heather		Larry R.	Christian Heritage Party	Parti de l'Héritage Chrétien	268	.4	372	68865
48008	Calgary Heritage	Calgary Heritage	validated	validés	Majumdar		Shuv	Conservative	Conservateur	42088	61.4	372	68865
48008	Calgary Heritage	Calgary Heritage	validated	validés	Zimmerman		Becki	NDP-New Democratic Party	NPD-Nouveau Parti démocratique	1691	2.5	372	68865
48009	Calgary McKnight	Calgary McKnight	preliminary	préliminaires	Butt		Najeeb	People's Party - PPC	Parti populaire - PPC	323	.8	0	42435
48009	Calgary McKnight	Calgary McKnight	preliminary	préliminaires	Chahal		George	Liberal	Libéral	19516	46	0	42435
48009	Calgary McKnight	Calgary McKnight	preliminary	préliminaires	Cridland		Benjamin	CFP	PAC	162	.4	0	42435
